number,area,type,mean,min,max,sample,treatment_type,individual_sample
24,2804.153,algae,0,0,0,18_C3B_1,control,C3
25,132.114,algae,0,0,0,18_C3B_1,control,C3
26,149888.429,whole_lichen,104.676,0,255,18_C3B_1,control,C3
1,1428.529,algae,0,0,0,18_C3B_002,control,C3
2,1295.822,algae,0,0,0,18_C3B_002,control,C3
3,637.725,algae,0,0,0,18_C3B_002,control,C3
4,497.305,algae,0,0,0,18_C3B_002,control,C3
5,124.796,algae,0,0,0,18_C3B_002,control,C3
6,97.206,algae,0,0,0,18_C3B_002,control,C3
7,474.462,algae,0,0,0,18_C3B_002,control,C3
8,183.634,algae,0,0,0,18_C3B_002,control,C3
9,743.931,algae,0,0,0,18_C3B_002,control,C3
10,154.858,algae,0,0,0,18_C3B_002,control,C3
11,732.163,algae,0,0,0,18_C3B_002,control,C3
12,1188.43,algae,0,0,0,18_C3B_002,control,C3
13,194.116,algae,0,0,0,18_C3B_002,control,C3
14,1027.639,algae,0,0,0,18_C3B_002,control,C3
15,244.549,algae,0,0,0,18_C3B_002,control,C3
16,1665.76,algae,0,0,0,18_C3B_002,control,C3
17,81.681,algae,0,0,0,18_C3B_002,control,C3
18,177.305,algae,0,0,0,18_C3B_002,control,C3
19,203.313,algae,0,0,0,18_C3B_002,control,C3
20,75.056,algae,0,0,0,18_C3B_002,control,C3
21,186.106,algae,0,0,0,18_C3B_002,control,C3
22,410.878,algae,0,0,0,18_C3B_002,control,C3
23,255.624,algae,0,0,0,18_C3B_002,control,C3
24,187.59,algae,0,0,0,18_C3B_002,control,C3
25,970.877,algae,0,0,0,18_C3B_002,control,C3
26,549.814,algae,0,0,0,18_C3B_002,control,C3
27,1005.389,algae,0,0,0,18_C3B_002,control,C3
28,1692.756,algae,0,0,0,18_C3B_002,control,C3
29,856.069,algae,0,0,0,18_C3B_002,control,C3
30,896.415,algae,0,0,0,18_C3B_002,control,C3
31,77.726,algae,0,0,0,18_C3B_002,control,C3
32,44.697,algae,0,0,0,18_C3B_002,control,C3
33,279.555,algae,0,0,0,18_C3B_002,control,C3
34,128.949,algae,0,0,0,18_C3B_002,control,C3
35,193285.109,whole_lichen,108.198,0,255,18_C3B_002,control,C3
1,8528.157,algae,0,0,0,18_C3B_003,control,C3
2,1883.906,algae,0,0,0,18_C3B_003,control,C3
3,514.116,algae,0,0,0,18_C3B_003,control,C3
4,206.18,algae,0,0,0,18_C3B_003,control,C3
5,237.033,algae,0,0,0,18_C3B_003,control,C3
6,296.564,algae,0,0,0,18_C3B_003,control,C3
7,265.414,algae,0,0,0,18_C3B_003,control,C3
8,501.261,algae,0,0,0,18_C3B_003,control,C3
9,1648.85,algae,0,0,0,18_C3B_003,control,C3
10,264.821,algae,0,0,0,18_C3B_003,control,C3
11,677.28,algae,0,0,0,18_C3B_003,control,C3
12,136.761,algae,0,0,0,18_C3B_003,control,C3
13,134.388,algae,0,0,0,18_C3B_003,control,C3
14,3353.77,algae,0,0,0,18_C3B_003,control,C3
15,114.709,algae,0,0,0,18_C3B_003,control,C3
16,143.881,algae,0,0,0,18_C3B_003,control,C3
17,73.968,algae,0,0,0,18_C3B_003,control,C3
18,67.936,algae,0,0,0,18_C3B_003,control,C3
19,975.723,algae,0,0,0,18_C3B_003,control,C3
20,203.115,algae,0,0,0,18_C3B_003,control,C3
21,152391.074,whole_lichen,96.649,0,255,18_C3B_003,control,C3
